_10_14_mcg_dl,_15_19_mcg_dl,_2000_population_of_children_6_and_under,_20_24_mcg_dl,_25_44_mcg_dl,_45_mcg_dl,county,total_tested,lrate1,lrate2,lrate3,lrate4,lrate5,lscore,Year
36,13,23186,3,5,0,Madison,2386,15.08801341,5.448449288,1.257334451,2.095557418,0,32.0620285,2004
11,5,3784,1,3,0,Marion,711,15.47116737,7.032348805,1.406469761,4.219409283,0,41.49085795,2004
1,0,1105,1,1,1,Marshall,107,9.345794393,0,9.345794393,9.345794393,9.345794393,102.8037383,2004
6,1,1357,1,3,0,Mason,178,33.70786517,5.617977528,5.617977528,16.85393258,0,103.9325843,2004
1,0,1323,0,0,0,Massac,119,8.403361345,0,0,0,0,8.403361345,2004
2,2,1076,1,0,0,Menard,105,19.04761905,19.04761905,9.523809524,0,0,66.66666667,2004
2,2,1381,1,0,0,Mercer,275,7.272727273,7.272727273,3.636363636,0,0,25.45454545,2004
4,0,2593,1,0,0,Monroe,163,24.5398773,0,6.134969325,0,0,36.80981595,2004
10,2,2518,1,1,0,Montgomery,427,23.41920375,4.683840749,2.341920375,2.341920375,0,42.15456674,2004
18,3,2881,0,3,0,Morgan,625,28.8,4.8,0,4.8,0,50.4,2004
1,0,1327,0,0,0,Moultrie,95,10.52631579,0,0,0,0,10.52631579,2004
9,2,4699,2,0,0,Ogle,384,23.4375,5.208333333,5.208333333,0,0,41.66666667,2004
118,53,17883,18,18,4,Peoria,2080,56.73076923,25.48076923,8.653846154,8.653846154,1.923076923,147.8365385,2004
11,1,1759,0,0,0,Perry,197,55.83756345,5.076142132,0,0,0,63.45177665,2004
6,1,1476,1,0,0,Piatt,195,30.76923077,5.128205128,5.128205128,0,0,48.71794872,2004
10,0,1452,1,0,0,Pike,309,32.36245955,0,3.236245955,0,0,38.83495146,2004
0,0,299,0,0,0,Pope,27,0,0,0,0,0,0,2004
3,0,663,0,0,0,Pulaski,78,38.46153846,0,0,0,0,38.46153846,2004
1,0,512,0,0,0,Putnam,45,22.22222222,0,0,0,0,22.22222222,2004
17,5,2635,3,0,0,Randolph,370,45.94594595,13.51351351,8.108108108,0,0,82.43243243,2004
4,1,1380,0,1,0,Richland,213,18.77934272,4.694835681,0,4.694835681,0,39.90610329,2004
156,43,13246,9,17,0,Rock Island,3781,41.25892621,11.37265274,2.380322666,4.496165036,0,76.56704576,2004
147,42,25494,11,12,4,St. Clair,5000,29.4,8.4,2.2,2.4,0.8,57.6,2004
9,3,2169,0,1,0,Saline,475,18.94736842,6.315789474,0,2.105263158,0,34.73684211,2004
55,11,17297,6,11,1,Sangamon,2408,22.84053156,4.568106312,2.491694352,4.568106312,0.415282392,50.45681063,2004
2,0,575,0,1,0,Schuyler,61,32.78688525,0,0,16.39344262,0,81.96721311,2004
0,0,513,0,0,0,Scott,81,0,0,0,0,0,0,2004
4,1,1961,0,1,0,Shelby,252,15.87301587,3.968253968,0,3.968253968,0,33.73015873,2004
6,0,584,0,0,0,Stark,80,75,0,0,0,0,75,2004
34,17,4280,6,4,2,Stephenson,1060,32.0754717,16.03773585,5.660377358,3.773584906,1.886792453,88.20754717,2004
18,5,11377,0,2,0,Tazewell,1058,17.01323251,4.725897921,0,1.890359168,0,29.7731569,2004
6,0,1382,1,1,0,Union,160,37.5,0,6.25,6.25,0,68.75,2004
23,8,7994,1,6,3,Vermilion,696,33.04597701,11.49425287,1.436781609,8.620689655,4.310344828,100.5747126,2004
11,3,1028,1,1,0,Wabash,228,48.24561404,13.15789474,4.385964912,4.385964912,0,89.9122807,2004
7,1,1523,1,2,0,Warren,271,25.8302583,3.6900369,3.6900369,7.380073801,0,60.88560886,2004
2,0,1220,0,0,0,Washington,60,33.33333333,0,0,0,0,33.33333333,2004
11,0,1436,2,0,0,Wayne,389,28.27763496,0,5.141388175,0,0,38.56041131,2004
8,0,1103,0,0,0,White,296,27.02702703,0,0,0,0,27.02702703,2004
13,5,5533,3,0,0,Whiteside,1229,10.57770545,4.068348251,2.44100895,0,0,21.56224573,2004
44,17,59504,5,4,1,Will,3934,11.18454499,4.321301474,1.270971022,1.016776817,0.254194204,24.52974072,2004
5,2,5152,2,0,0,Williamson,293,17.06484642,6.825938567,6.825938567,0,0,40.9556314,2004
113,46,27857,25,23,2,Winnebago,4267,26.48230607,10.78040778,5.858917272,5.39020389,0.468713382,72.88493086,2004
2,1,3329,0,0,0,Woodford,81,24.69135802,12.34567901,0,0,0,43.20987654,2004
34,11,6006,6,3,1,Adams,545,62.3853211,20.18348624,11.00917431,5.504587156,1.834862385,140.3669725,2003
10,3,846,1,0,0,Alexander,110,90.90909091,27.27272727,9.090909091,0,0,150,2003
5,2,1411,0,0,0,Bond,262,19.08396947,7.633587786,0,0,0,30.53435115,2003
11,3,4569,1,1,1,Boone,497,22.13279678,6.036217304,2.012072435,2.012072435,2.012072435,51.30784708,2003
1,1,398,0,0,0,Brown,40,25,25,0,0,0,62.5,2003
7,6,3022,0,0,0,Bureau,412,16.99029126,14.5631068,0,0,0,38.83495146,2003
5,0,386,1,0,0,Calhoun,87,57.47126437,0,11.49425287,0,0,80.45977011,2003
6,2,1331,1,4,1,Carroll,270,22.22222222,7.407407407,3.703703704,14.81481481,3.703703704,103.7037037,2003
11,6,1293,0,2,0,Cass,267,41.19850187,22.47191011,0,7.490636704,0,97.37827715,2003
38,14,14575,2,2,0,Champaign,1626,23.3702337,8.610086101,1.2300123,1.2300123,0,42.43542435,2003
5,2,3039,0,1,0,Christian,356,14.04494382,5.617977528,0,2.808988764,0,30.8988764,2003
0,0,1491,0,0,0,Clark,34,0,0,0,0,0,0,2003
3,3,1240,0,0,0,Clay,313,9.584664537,9.584664537,0,0,0,23.96166134,2003
0,0,3147,0,0,0,Clinton,185,0,0,0,0,0,0,2003
0,3,3925,0,0,0,Coles,389,0,7.712082262,0,0,0,11.56812339,2003
527,138,241425,77,85,16,CookNotChicago,32837,16.04896915,4.202576362,2.344915796,2.588543411,0.48725523,37.24457167,2003
5506,1589,308416,601,552,77,Chicago,113023,48.71574812,14.05908532,5.317501747,4.883961672,0.681277262,98.49765092,2003
2,1,1581,0,2,0,Crawford,326,6.134969325,3.067484663,0,6.134969325,0,29.14110429,2003
0,2,1021,0,1,0,Cumberland,74,0,27.02702703,0,13.51351351,0,81.08108108,2003
16,5,7843,0,1,0,DeKalb,567,28.21869489,8.818342152,0,1.76366843,0,46.7372134,2003
9,1,1497,1,1,0,DeWitt,343,26.23906706,2.915451895,2.915451895,2.915451895,0,45.18950437,2003
5,1,1906,1,0,0,Douglas,219,22.83105023,4.566210046,4.566210046,0,0,38.81278539,2003
48,19,93555,3,5,4,DuPage,5101,9.409919624,3.724759851,0.588119976,0.980199961,0.784159969,23.03469908,2003
12,5,1641,2,0,0,Edgar,192,62.5,26.04166667,10.41666667,0,0,122.3958333,2003
3,1,563,0,0,0,Edwards,130,23.07692308,7.692307692,0,0,0,34.61538462,2003
3,1,3481,1,0,0,Effingham,216,13.88888889,4.62962963,4.62962963,0,0,30.09259259,2003
10,4,1860,4,4,0,Fayette,378,26.45502646,10.58201058,10.58201058,10.58201058,0,95.23809524,2003
1,3,1287,0,0,0,Ford,134,7.462686567,22.3880597,0,0,0,41.04477612,2003
13,1,3176,0,0,0,Franklin,305,42.62295082,3.278688525,0,0,0,47.54098361,2003
15,8,3022,1,5,0,Fulton,412,36.40776699,19.41747573,2.427184466,12.13592233,0,106.7961165,2003
1,0,504,0,0,0,Gallatin,100,10,0,0,0,0,10,2003
16,5,1303,1,2,0,Greene,287,55.74912892,17.42160279,3.484320557,6.968641115,0,109.7560976,2003
1,1,3519,0,0,0,Grundy,258,3.875968992,3.875968992,0,0,0,9.689922481,2003
1,2,740,0,0,0,Hamilton,90,11.11111111,22.22222222,0,0,0,44.44444444,2003
14,5,1664,4,0,0,Hancock,342,40.93567251,14.61988304,11.69590643,0,0,86.25730994,2003
3,0,350,0,0,1,Hardin,55,54.54545455,0,0,0,18.18181818,145.4545455,2003
1,0,667,0,0,0,Henderson,111,9.009009009,0,0,0,0,9.009009009,2003
11,9,4355,2,2,0,Henry,303,36.30363036,29.7029703,6.600660066,6.600660066,0,113.8613861,2003
6,2,2762,1,2,0,Iroquois,343,17.49271137,5.83090379,2.915451895,5.83090379,0,49.56268222,2003
19,6,4187,0,1,0,Jackson,820,23.17073171,7.317073171,0,1.219512195,0,37.80487805,2003
0,0,817,0,1,0,Jasper,72,0,0,0,13.88888889,0,41.66666667,2003
8,1,3352,2,0,0,Jefferson,233,34.33476395,4.291845494,8.583690987,0,0,57.93991416,2003
0,0,1845,0,1,0,Jersey,237,0,0,0,4.219409283,0,12.65822785,2003
2,2,1791,2,0,0,Jo Daviess,183,10.92896175,10.92896175,10.92896175,0,0,49.18032787,2003
0,0,841,0,0,0,Johnson,52,0,0,0,0,0,0,2003
319,98,49455,43,37,7,Kane,9020,35.36585366,10.86474501,4.767184035,4.101995565,0.776053215,77.38359202,2003
91,24,10337,8,10,1,Kankakee,2774,32.80461428,8.651766402,2.883922134,3.604902668,0.360490267,64.16726748,2003
0,2,6223,2,0,0,Kendall,363,0,5.509641873,5.509641873,0,0,19.28374656,2003
41,11,4532,7,7,2,Knox,811,50.55487053,13.56350185,8.631319359,8.631319359,2.466091245,126.3871763,2003
78,36,75283,12,12,1,Lake,7790,10.01283697,4.621309371,1.540436457,1.540436457,0.128369705,25.28883184,2003
43,7,9978,2,2,0,LaSalle,1331,32.30653644,5.259203606,1.502629602,1.502629602,0,47.70848986,2003
3,2,1189,1,1,0,Lawrence,286,10.48951049,6.993006993,3.496503497,3.496503497,0,38.46153846,2003
8,2,2884,0,1,1,Lee,186,43.01075269,10.75268817,0,5.376344086,5.376344086,102.1505376,2003
31,8,3410,2,3,0,Livingston,804,38.55721393,9.950248756,2.487562189,3.731343284,0,69.65174129,2003
10,1,2406,0,0,0,Logan,329,30.39513678,3.039513678,0,0,0,34.95440729,2003
5,2,2058,0,1,0,McDonough,252,19.84126984,7.936507937,0,3.968253968,0,43.65079365,2003
32,8,30310,0,1,0,McHenry,1600,20,5,0,0.625,0,29.375,2003
36,6,13763,2,6,0,McLean,1863,19.3236715,3.220611916,1.073537305,3.220611916,0,35.96349973,2003
170,41,10477,19,11,1,Macon,3001,56.64778407,13.66211263,6.331222926,3.665444852,0.333222259,102.4658447,2003
9,8,4031,2,2,0,Macoupin,588,15.30612245,13.60544218,3.401360544,3.401360544,0,52.72108844,2003
53,16,23186,6,1,0,Madison,2205,24.03628118,7.256235828,2.721088435,0.453514739,0,41.72335601,2003
16,3,3784,4,2,0,Marion,718,22.28412256,4.178272981,5.571030641,2.78551532,0,48.05013928,2003
1,1,1105,0,2,0,Marshall,103,9.708737864,9.708737864,0,19.41747573,0,82.52427184,2003
9,1,1357,0,0,0,Mason,186,48.38709677,5.376344086,0,0,0,56.4516129,2003
2,0,1323,0,0,0,Massac,87,22.98850575,0,0,0,0,22.98850575,2003
6,1,1076,0,1,0,Menard,139,43.16546763,7.194244604,0,7.194244604,0,75.53956835,2003
13,8,1381,0,1,0,Mercer,256,50.78125,31.25,0,3.90625,0,109.375,2003
7,2,2593,0,0,0,Monroe,168,41.66666667,11.9047619,0,0,0,59.52380952,2003
7,3,2518,0,2,0,Montgomery,409,17.11491443,7.334963325,0,4.88997555,0,42.78728606,2003
20,10,2881,2,6,0,Morgan,649,30.81664099,15.40832049,3.081664099,9.244992296,0,87.82742681,2003
0,1,1327,0,0,0,Moultrie,103,0,9.708737864,0,0,0,14.5631068,2003
6,6,4699,3,3,0,Ogle,440,13.63636364,13.63636364,6.818181818,6.818181818,0,68.18181818,2003
200,59,17883,16,21,1,Peoria,2041,97.99118079,28.90739833,7.839294463,10.28907398,0.489955904,190.3478687,2003
14,1,1759,2,0,0,Perry,211,66.3507109,4.739336493,9.478672986,0,0,92.41706161,2003
10,1,1476,1,1,0,Piatt,198,50.50505051,5.050505051,5.050505051,5.050505051,0,83.33333333,2003
12,1,1452,2,0,0,Pike,295,40.6779661,3.389830508,6.779661017,0,0,59.3220339,2003
0,0,299,0,0,0,Pope,24,0,0,0,0,0,0,2003
6,1,663,0,0,0,Pulaski,94,63.82978723,10.63829787,0,0,0,79.78723404,2003
0,0,512,0,0,0,Putnam,71,0,0,0,0,0,0,2003
18,4,2635,0,3,0,Randolph,412,43.68932039,9.708737864,0,7.281553398,0,80.09708738,2003
4,1,1380,0,1,0,Richland,177,22.59887006,5.649717514,0,5.649717514,0,48.02259887,2003
232,80,13246,30,18,1,Rock Island,3703,62.65190386,21.60410478,8.101539292,4.860923575,0.27005131,127.1941669,2003
173,48,25494,11,25,2,St. Clair,4080,42.40196078,11.76470588,2.696078431,6.12745098,0.490196078,86.2745098,2003
9,3,2169,0,1,0,Saline,516,17.44186047,5.813953488,0,1.937984496,0,31.97674419,2003
76,18,17297,11,11,2,Sangamon,2904,26.1707989,6.198347107,3.787878788,3.787878788,0.688705234,57.85123967,2003
4,0,575,0,0,0,Schuyler,44,90.90909091,0,0,0,0,90.90909091,2003
3,0,513,0,0,0,Scott,85,35.29411765,0,0,0,0,35.29411765,2003
4,1,1961,2,2,0,Shelby,247,16.19433198,4.048582996,8.097165992,8.097165992,0,62.75303644,2003
2,0,584,0,0,0,Stark,34,58.82352941,0,0,0,0,58.82352941,2003
53,17,4280,11,3,0,Stephenson,1186,44.68802698,14.33389545,9.274873524,2.529510961,0,92.32715008,2003
17,4,11377,1,2,0,Tazewell,999,17.01701702,4.004004004,1.001001001,2.002002002,0,31.03103103,2003
10,1,1382,0,1,0,Union,182,54.94505495,5.494505495,0,5.494505495,0,79.67032967,2003
42,17,7994,4,3,1,Vermilion,950,44.21052632,17.89473684,4.210526316,3.157894737,1.052631579,94.21052632,2003
11,4,1028,0,1,0,Wabash,236,46.61016949,16.94915254,0,4.237288136,0,84.74576271,2003
13,6,1523,7,3,0,Warren,304,42.76315789,19.73684211,23.02631579,9.868421053,0,148.0263158,2003
3,0,1220,0,0,0,Washington,62,48.38709677,0,0,0,0,48.38709677,2003
9,2,1436,0,0,0,Wayne,407,22.11302211,4.914004914,0,0,0,29.48402948,2003
7,2,1103,3,0,0,White,259,27.02702703,7.722007722,11.58301158,0,0,61.77606178,2003
26,3,5533,1,0,0,Whiteside,1280,20.3125,2.34375,0.78125,0,0,25.390625,2003
87,29,59504,4,13,0,Will,3356,25.92371871,8.641239571,1.191895113,3.873659118,0,52.89034565,2003
1,3,5152,0,0,0,Williamson,279,3.584229391,10.75268817,0,0,0,19.71326165,2003
119,49,27857,23,14,2,Winnebago,4450,26.74157303,11.01123596,5.168539326,3.146067416,0.449438202,65.28089888,2003
0,0,3329,0,0,0,Woodford,102,0,0,0,0,0,0,2003
27,12,6006,5,5,0,Adams,502,53.78486056,23.90438247,9.960159363,9.960159363,0,139.4422311,2002
16,2,846,2,1,0,Alexander,141,113.4751773,14.18439716,14.18439716,7.092198582,0,184.3971631,2002
7,0,1411,0,0,0,Bond,267,26.21722846,0,0,0,0,26.21722846,2002
12,7,4569,1,0,0,Boone,411,29.19708029,17.03163017,2.433090024,0,0,59.6107056,2002
0,0,398,0,0,0,Brown,18,0,0,0,0,0,0,2002
13,3,3022,2,0,0,Bureau,419,31.02625298,7.159904535,4.77326969,0,0,51.31264916,2002
2,0,386,1,0,0,Calhoun,64,31.25,0,15.625,0,0,62.5,2002
10,4,1331,2,0,1,Carroll,280,35.71428571,14.28571429,7.142857143,0,3.571428571,89.28571429,2002
16,5,1293,2,2,0,Cass,268,59.70149254,18.65671642,7.462686567,7.462686567,0,125,2002
33,10,14575,6,2,0,Champaign,1631,20.2329859,6.131207848,3.678724709,1.22624157,0,40.4659718,2002
5,1,3039,2,2,0,Christian,287,17.42160279,3.484320557,6.968641115,6.968641115,0,57.4912892,2002
2,0,1491,0,0,0,Clark,75,26.66666667,0,0,0,0,26.66666667,2002
14,1,1240,4,0,0,Clay,360,38.88888889,2.777777778,11.11111111,0,0,65.27777778,2002
0,0,3147,0,0,0,Clinton,112,0,0,0,0,0,0,2002
11,1,3925,1,0,0,Coles,366,30.05464481,2.732240437,2.732240437,0,0,39.61748634,2002
577,181,549841,94,92,12,CookNotChicago,29713,19.41910948,6.091609733,3.163598425,3.09628782,0.403863629,46.19190253,2002
7230,2268,288416,909,787,109,Chicago,112359,64.3473153,20.18529891,8.090139642,7.004334321,0.970104754,136.6690697,2002
4,1,1581,0,0,1,Crawford,228,17.54385965,4.385964912,0,0,4.385964912,46.05263158,2002
4,0,1021,0,0,0,Cumberland,66,60.60606061,0,0,0,0,60.60606061,2002
17,3,7843,0,1,0,DeKalb,434,39.17050691,6.912442396,0,2.304147465,0,56.4516129,2002
12,5,1497,0,1,0,DeWitt,292,41.09589041,17.12328767,0,3.424657534,0,77.05479452,2002
3,2,1906,0,0,0,Douglas,140,21.42857143,14.28571429,0,0,0,42.85714286,2002
55,20,93355,8,9,3,DuPage,4573,12.02711568,4.373496611,1.749398644,1.968073475,0.656024492,31.27050077,2002
6,6,1641,1,0,0,Edgar,199,30.15075377,30.15075377,5.025125628,0,0,85.42713568,2002
5,0,563,0,1,0,Edwards,93,53.76344086,0,0,10.75268817,0,86.02150538,2002
3,1,3481,1,0,0,Effingham,215,13.95348837,4.651162791,4.651162791,0,0,30.23255814,2002
11,5,1860,4,3,0,Fayette,346,31.79190751,14.45086705,11.56069364,8.670520231,0,102.6011561,2002
4,2,1287,0,0,0,Ford,143,27.97202797,13.98601399,0,0,0,48.95104895,2002
6,1,3176,1,0,0,Franklin,294,20.40816327,3.401360544,3.401360544,0,0,32.31292517,2002
25,5,3022,1,2,0,Fulton,328,76.2195122,15.24390244,3.048780488,6.097560976,0,123.4756098,2002
2,0,504,1,0,0,Gallatin,153,13.07189542,0,6.535947712,0,0,26.14379085,2002
17,5,1303,3,1,0,Greene,232,73.27586207,21.55172414,12.93103448,4.310344828,0,144.3965517,2002
5,1,3519,1,0,0,Grundy,259,19.30501931,3.861003861,3.861003861,0,0,32.81853282,2002
4,1,740,0,0,0,Hamilton,102,39.21568627,9.803921569,0,0,0,53.92156863,2002
21,5,1664,1,1,0,Hancock,358,58.65921788,13.96648045,2.793296089,2.793296089,0,93.57541899,2002
3,1,350,2,0,0,Hardin,36,83.33333333,27.77777778,55.55555556,0,0,236.1111111,2002
3,1,667,0,0,0,Henderson,81,37.03703704,12.34567901,0,0,0,55.55555556,2002
21,8,4355,1,2,0,Henry,254,82.67716535,31.49606299,3.937007874,7.874015748,0,161.4173228,2002
7,1,2762,0,1,1,Iroquois,285,24.56140351,3.50877193,0,3.50877193,3.50877193,57.89473684,2002
25,3,4187,3,0,0,Jackson,705,35.46099291,4.255319149,4.255319149,0,0,50.35460993,2002
1,0,817,0,0,0,Jasper,51,19.60784314,0,0,0,0,19.60784314,2002
9,1,3352,0,0,0,Jefferson,310,29.03225806,3.225806452,0,0,0,33.87096774,2002
3,1,1845,0,0,1,Jersey,151,19.86754967,6.622516556,0,0,6.622516556,62.91390728,2002
2,3,1791,2,0,0,Jo Daviess,189,10.58201058,15.87301587,10.58201058,0,0,55.55555556,2002
1,1,841,0,0,0,Johnson,55,18.18181818,18.18181818,0,0,0,45.45454545,2002
268,103,49455,37,26,5,Kane,7575,35.37953795,13.59735974,4.884488449,3.432343234,0.660066007,79.14191419,2002
102,29,10337,15,11,0,Kankakee,2721,37.4862183,10.65784638,5.512679162,4.042631386,0,76.62624035,2002
7,0,6223,0,1,0,Kendall,290,24.13793103,0,0,3.448275862,0,34.48275862,2002
36,20,4532,7,9,1,Knox,785,45.85987261,25.47770701,8.917197452,11.46496815,1.27388535,142.6751592,2002
121,27,75283,25,17,0,Lake,7697,15.72041055,3.507860205,3.248018709,2.208652722,0,34.10419644,2002
41,11,9978,9,4,0,LaSalle,1498,27.36982644,7.343124166,6.008010681,2.670226969,0,58.41121495,2002
5,0,1189,0,0,0,Lawrence,279,17.92114695,0,0,0,0,17.92114695,2002
8,1,2884,1,1,0,Lee,141,56.73758865,7.092198582,7.092198582,7.092198582,0,102.8368794,2002
38,7,3410,1,4,0,Livingston,852,44.60093897,8.215962441,1.17370892,4.694835681,0,73.35680751,2002
10,4,2406,4,1,0,Logan,345,28.98550725,11.5942029,11.5942029,2.898550725,0,78.26086957,2002
6,0,2058,0,0,0,McDonough,256,23.4375,0,0,0,0,23.4375,2002
27,8,30310,1,3,0,McHenry,1668,16.18705036,4.79616307,0.599520384,1.798561151,0,29.97601918,2002
41,14,13763,1,4,0,McLean,1714,23.92065344,8.168028005,0.583430572,2.333722287,0,44.34072345,2002
155,49,10477,24,10,2,Macon,2765,56.05786618,17.72151899,8.679927667,3.616636528,0.723327306,114.4665461,2002
25,7,4031,3,2,0,Macoupin,582,42.95532646,12.02749141,5.154639175,3.436426117,0,81.61512027,2002
48,14,23186,9,1,0,Madison,2065,23.24455206,6.779661017,4.358353511,0.484261501,0,43.58353511,2002
26,7,3784,0,1,0,Marion,799,32.54067584,8.760951189,0,1.251564456,0,49.43679599,2002
3,2,1105,0,1,0,Marshall,94,31.91489362,21.27659574,0,10.63829787,0,95.74468085,2002
4,2,1357,1,1,0,Mason,240,16.66666667,8.333333333,4.166666667,4.166666667,0,50,2002
2,0,1323,0,0,0,Massac,70,28.57142857,0,0,0,0,28.57142857,2002
0,0,1076,0,0,0,Menard,111,0,0,0,0,0,0,2002
25,10,1381,3,10,1,Mercer,272,91.91176471,36.76470588,11.02941176,36.76470588,3.676470588,297.7941176,2002
5,0,2593,1,0,0,Monroe,117,42.73504274,0,8.547008547,0,0,59.82905983,2002
13,4,2518,0,0,1,Montgomery,448,29.01785714,8.928571429,0,0,2.232142857,53.57142857,2002
21,15,2881,3,2,0,Morgan,539,38.96103896,27.82931354,5.565862709,3.710575139,0,102.9684601,2002
2,2,1327,0,0,0,Moultrie,116,17.24137931,17.24137931,0,0,0,43.10344828,2002
8,0,4699,0,1,1,Ogle,411,19.46472019,0,0,2.433090024,2.433090024,38.92944039,2002
202,67,17883,30,24,1,Peoria,2062,97.96314258,32.49272551,14.54898157,11.63918526,0.484966052,213.14258,2002
14,2,1759,0,3,0,Perry,200,70,10,0,15,0,130,2002
4,2,1476,1,0,1,Piatt,164,24.3902439,12.19512195,6.097560976,0,6.097560976,85.36585366,2002
6,3,1452,2,1,0,Pike,258,23.25581395,11.62790698,7.751937984,3.875968992,0,67.82945736,2002
1,0,299,0,0,0,Pope,19,52.63157895,0,0,0,0,52.63157895,2002
6,2,663,0,0,0,Pulaski,83,72.28915663,24.09638554,0,0,0,108.4337349,2002
1,0,512,0,0,0,Putnam,49,20.40816327,0,0,0,0,20.40816327,2002
17,4,2635,3,2,0,Randolph,376,45.21276596,10.63829787,7.978723404,5.319148936,0,93.08510638,2002
2,0,1380,0,0,0,Richland,88,22.72727273,0,0,0,0,22.72727273,2002
219,66,13246,22,16,6,Rock Island,3190,68.65203762,20.68965517,6.896551724,5.015673981,1.880877743,137.9310345,2002
223,51,25494,20,10,1,St. Clair,4020,55.47263682,12.68656716,4.975124378,2.487562189,0.248756219,93.15920398,2002
18,2,2169,0,0,0,Saline,476,37.81512605,4.201680672,0,0,0,44.11764706,2002
86,34,17297,14,5,1,Sangamon,2821,30.48564339,12.05246367,4.962779156,1.772421127,0.354484225,65.57958171,2002
5,0,575,0,0,0,Schuyler,35,142.8571429,0,0,0,0,142.8571429,2002
2,1,513,0,0,0,Scott,68,29.41176471,14.70588235,0,0,0,51.47058824,2002
9,1,1961,2,0,0,Shelby,220,40.90909091,4.545454545,9.090909091,0,0,65.90909091,2002
2,1,584,0,0,0,Stark,40,50,25,0,0,0,87.5,2002
68,36,4280,8,6,0,Stephenson,1060,64.1509434,33.96226415,7.547169811,5.660377358,0,147.1698113,2002
20,6,11377,0,0,0,Tazewell,1050,19.04761905,5.714285714,0,0,0,27.61904762,2002
9,2,1382,0,0,0,Union,153,58.82352941,13.07189542,0,0,0,78.43137255,2002
54,14,7994,9,5,4,Vermilion,882,61.2244898,15.87301587,10.20408163,5.66893424,4.535147392,145.1247166,2002
17,2,1028,1,1,1,Wabash,221,76.92307692,9.049773756,4.524886878,4.524886878,4.524886878,135.7466063,2002
13,6,1523,0,3,0,Warren,191,68.06282723,31.41361257,0,15.70680628,0,162.3036649,2002
3,0,1220,0,0,0,Washington,38,78.94736842,0,0,0,0,78.94736842,2002
7,6,1436,2,1,0,Wayne,356,19.66292135,16.85393258,5.617977528,2.808988764,0,64.60674157,2002
10,2,1103,0,2,0,White,244,40.98360656,8.196721311,0,8.196721311,0,77.86885246,2002
43,11,5533,0,1,0,Whiteside,942,45.64755839,11.67728238,0,1.061571125,0,66.34819533,2002
97,26,59504,8,6,6,Will,2973,32.62697612,8.745375042,2.690884628,2.018163471,2.018163471,67.27211571,2002
3,1,5152,0,0,0,Williamson,277,10.83032491,3.610108303,0,0,0,16.24548736,2002
133,44,27857,13,21,7,Winnebago,4191,31.73466953,10.49868766,3.101884992,5.010737294,1.670245765,77.06991172,2002
3,0,3329,0,0,0,Woodford,133,22.55639098,0,0,0,0,22.55639098,2002
59,12,6006,6,7,1,Adams,611,96.56301146,19.63993453,9.819967267,11.45662848,1.636661211,188.2160393,2001
8,6,846,2,2,0,Alexander,161,49.68944099,37.26708075,12.42236025,12.42236025,0,167.7018634,2001
4,3,1411,0,0,0,Bond,286,13.98601399,10.48951049,0,0,0,29.72027972,2001
7,9,4569,2,1,0,Boone,330,21.21212121,27.27272727,6.060606061,3.03030303,0,83.33333333,2001
3,1,398,0,0,0,Brown,38,78.94736842,26.31578947,0,0,0,118.4210526,2001
2,0,3022,1,1,0,Bureau,345,5.797101449,0,2.898550725,2.898550725,0,20.28985507,2001
2,0,386,0,0,0,Calhoun,59,33.89830508,0,0,0,0,33.89830508,2001
16,6,1331,1,1,0,Carroll,299,53.51170569,20.06688963,3.344481605,3.344481605,0,100.3344482,2001
16,3,1293,0,3,0,Cass,282,56.73758865,10.63829787,0,10.63829787,0,104.6099291,2001
35,6,14575,3,6,0,Champaign,1646,21.2636695,3.645200486,1.822600243,3.645200486,0,41.31227217,2001
12,4,3039,1,3,0,Christian,313,38.33865815,12.77955272,3.194888179,9.584664537,0,92.65175719,2001
2,1,1491,0,0,0,Clark,65,30.76923077,15.38461538,0,0,0,53.84615385,2001
10,1,1240,0,1,0,Clay,213,46.94835681,4.694835681,0,4.694835681,0,68.07511737,2001
3,0,3147,2,0,0,Clinton,126,23.80952381,0,15.87301587,0,0,55.55555556,2001
6,2,3925,1,1,0,Coles,294,20.40816327,6.802721088,3.401360544,3.401360544,0,47.61904762,2001
719,213,549841,82,94,1,CookNotChicago,27850,25.81687612,7.648114901,2.944344704,3.375224417,0.035906643,53.48294434,2001
8671,2930,288416,1081,958,163,Chicago,118787,72.99620329,24.6659988,9.100322426,8.064855582,1.372204029,159.2514332,2001
0,1,1581,0,0,0,Crawford,122,0,8.196721311,0,0,0,12.29508197,2001
3,0,1021,0,0,0,Cumberland,84,35.71428571,0,0,0,0,35.71428571,2001
14,10,7843,6,4,0,DeKalb,436,32.11009174,22.93577982,13.76146789,9.174311927,0,121.559633,2001
23,1,1497,2,0,0,DeWitt,259,88.8030888,3.861003861,7.722007722,0,0,110.03861,2001
7,4,1906,0,1,1,Douglas,115,60.86956522,34.7826087,0,8.695652174,8.695652174,182.6086957,2001
67,16,93355,8,12,3,DuPage,4565,14.67688938,3.504928806,1.752464403,2.628696605,0.657174151,34.61117196,2001
23,0,1641,2,0,0,Edgar,215,106.9767442,0,9.302325581,0,0,125.5813953,2001
3,0,563,0,0,0,Edwards,74,40.54054054,0,0,0,0,40.54054054,2001
5,2,3481,0,0,0,Effingham,226,22.12389381,8.849557522,0,0,0,35.39823009,2001
